Year,Level,Name,Image,Link,Description,Booth,Partner,PartnerLink,PartnerDescription
2026,Gold,Abnormal Security,Abnormal-2025-Gold.png,https://abnormal.ai/,"Abnormal AI is the leading AI-native human behavior security platform, leveraging machine learning to stop sophisticated inbound attacks and detect compromised accounts across email and connected applications. The anomaly detection engine leverages identity and context to understand human behavior and analyze the risk of every cloud email event-detecting and stopping sophisticated, socially-engineered attacks that target the human vulnerability. You can deploy Abnormal in minutes with an API integration for Microsoft 365 or Google Workspace and experience the full value of the platform instantly. Additional protection is available for Slack, Workday, ServiceNow, Zoom, and multiple other cloud applications. Abnormal is currently trusted by more than 3,200 organizations, including over 24% of the Fortune 500, as it continues to redefine how cybersecurity works in the age of AI.",TBD,,,
2026,Gold,Brite,Brite-2024-Gold.png,https://brite.com/,"Securing your organization is our mission. Through partnering with best-in-breed technology providers, Brite's cybersecurity experts and certified product engineers ensure you're protected today and tomorrow as your needs evolve. Our strategy? Early threat detection, secure access to those who need it when they need it, identify and protect your data, and ensure compliance.",TBD,,,
2026,Gold,CrowdStrike,Crowdstrike-2024-Platinum.png,https://crowdstrike.com,"CrowdStrike (Nasdaq: CRWD), a global cybersecurity leader, has redefined modern security with one of the world's most advanced cloud-native platforms for protecting critical areas of enterprise risk - endpoints and cloud workloads, identity and data.",TBD,,,
2026,Gold,Expel,Expel-2026-Gold.png,https://expel.com/,"Expel is human-led, AI-accelerated security. Our MDR solutions use human expertise and AI to drive out threats, minimize risk, and build lasting security resilience. We work with the tools you already have, covering the attack surfaces that matter most: cloud, identity, email, SIEM, SaaS, and on-prem environments, providing full transparency into everything we see and do. No black boxes. No rip-and-replace. Just clear decisions and faster action. For more information, visit our website, check out our blog, or follow us on LinkedIn.",TBD,,,
2026,Gold,GuidePoint Security,GuidePointSec-2025-Silver.png,https://www.guidepointsecurity.com/,"GuidePoint Security provides trusted cybersecurity expertise, solutions, and services that help organizations make better decisions that minimize risk. Our experts act as your trusted advisor to understand your business and challenges, helping you through an evaluation of your cybersecurity posture and ecosystem to expose risks, optimize resources and implement best-fit solutions. GuidePoint's unmatched expertise has enabled 40% of Fortune 500 companies and more than half of the U.S. government cabinet-level agencies to improve their security posture and reduce risk. Learn more at www.guidepointsecurity.com.",TBD,,,
2026,Gold,Pellera,Pellera-2026-Gold.png,http://pellera.com,"Pellera Technologies brings together the combined expertise of Converge Technology Solutions and Mainline Information Systems, uniting more than 35 years of industry leadership and a shared vision for innovation. We help organizations achieve greater efficiency, adaptability, and growth through advanced digital infrastructure, cloud, cybersecurity, and AI solutions. More than a technology provider, Pellera partners with clients to deliver tailored, people-first strategies that simplify complexity, unlock opportunity, and drive measurable, transformational outcomes today and tomorrow--together. ",TBD,,,
2026,Gold,Proofpoint,Proofpoint-2026-Gold.png,http://www.proofpoint.com,"Proofpoint protects people, data, and AI with human-centric cybersecurity across email, cloud, and collaboration channels.",TBD,,,
2026,Gold,Synergy IT Solutiions,Synergy-2026-Gold.png,http://www.synergyits.com,"Synergy IT Solutions helps organizations improve performance, security, and reliability through strategic technology services. As a 100% employee-owned company with more than 50 years of experience, Synergy provides managed IT services, cybersecurity, cloud solutions, unified communications, contact center technology, and professional services. Our team works closely with clients to understand their goals, reduce risk, modernize operations, and build practical technology roadmaps. With offices across Upstate New York and SOC 2 Type II certification, Synergy delivers the expertise, accountability, and responsive support businesses need to make technology work better.",TBD,,,
2026,Silver,Aspire Technology Partners,Aspire-2026-Silver.png,https://www.aspiretransforms.com/,"Aspire Technology Partners stands as the premier provider of advanced technology solutions and services, designing and implementing tailored, highly sophisticated IT solutions across diverse architectures 
",TBD,,,
2026,Silver,Cohesity,Cohesity-2026-Silver.png,https://www.cohesity.com/,"Cohesity protects, secures, and provides insights into the world's data. As the leader in AI-powered data security, Cohesity helps organizations strengthen resilience, accelerate recovery, and reduce IT costs. With Zero Trust security and advanced AI/ML, Cohesity Data Cloud is trusted by customers in more than 140 countries, including more than 70% of the Fortune Global 500. Cohesity is also backed by industry leaders such as NVIDIA, Amazon, Google, IBM, Cisco, and HPE.",TBD,,,
2026,Silver,Doppel,Doppel-2026-Silver.png,https://www.doppel.com,"Doppel is the AI-native platform for social engineering defense (SED), protecting individuals and brands from AI-powered impersonation, phishing, fraud, and social engineering through three solutions unified on a shared intelligence layer. Digital Risk Protection (DRP) detects threats across multiple channels, links alerts into a real-time threat graph, and delivers AI-driven infrastructure disruption. Human Risk Management (HRM) turns those live threats into phishing simulation campaigns and next-generation security awareness training, measuring and reducing employee risk by user and team. Email Security adds inline protection, using agentic detection and response backed by the Doppel Threat Graph to stop inbox attacks and disrupt the infrastructure behind them. Together, they defend the entire social engineering attack chain, from infrastructure built before a target is acquired to the moment of compromise, advancing Doppel's mission to protect the world from social engineering, every day.",TBD,,,
2026,Silver,Hacket Cyber,HacketCyber-2026-Silver.png,https://hacketcyber.com,"Hacket Cyber is a cybersecurity services firm that helps organizations understand, reduce, and manage security risk. We work with businesses to identify potential weaknesses, evaluate their security posture, and strengthen their ability to prevent, detect, and respond to threats. Our services are tailored to each organization's environment, priorities, and regulatory requirements. We combine practical technical expertise with clear communication and actionable recommendations, helping clients make informed decisions without unnecessary complexity. Whether supporting a specific initiative, validating existing security controls, or serving as a long-term security partner, Hacket Cyber provides flexible, real-world guidance designed to improve resilience and protect what matters most.",TBD,,,
2026,Silver,"Ivanti, Inc",Ivanti-2026-Silver.png,https://www.ivanti.com/,"Ivanti is a global enterprise IT and security software company dedicated to unlocking human potential by managing, automating and protecting data and systems to empower continuous innovation. With adaptable software solutions tailored to customer needs, Ivanti empowers IT and security teams to enhance operational efficiency, cut costs and proactively mitigate security risks. At the heart of Ivanti's offerings is the AI-powered Ivanti Neurons platform, which transforms the way IT and security teams operate. By delivering unified, reusable services and tools, the platform helps ensure consistent visibility, scalability, and secure solution implementation, enabling teams to work smarter, not harder. Ivanti follows ""Secure by Design"" principles to provide software solutions that scale with our customers' needs to help enable IT and Security to improve operational efficiency while reducing costs and proactively reducing risk. Learn more at www.ivanti.com and follow us on social media @GoIvanti.",TBD,,,
2026,Silver,Oligo Security,OligoSecurity-2026-Silver.png,https://www.oligo.security/,"Oligo is the industry's leading runtime security platform that solves today's toughest challenge: stopping attacks in real time in the AI era. Oligo transforms security from passive visibility to active protection across applications, cloud services, workloads, AI applications, and AI agents. By uncovering the deepest layers of what actually runs in production, Oligo empowers customers to prioritize exploitable vulnerabilities, detect malicious behavior as it happens, and stop modern attacks in their tracks.",TBD,,,
2026,Silver,Optiv,Optiv-2025-Silver.png,https://www.optiv.com/,Optiv is the cyber advisory and solutions leader. We manage cyber risk so you can secure your full potential.,TBD,,,
2026,Silver,"Vandis, Inc",Vandis-2025-Silver.png,https://www.vandis.com,"Vandis specializes in optimizing and securing hybrid network infrastructures to achieve maximum value for our clients. Customer-focused and engineering strong, we thrive on the curiosity and passion of our team, to create innovative and smart IT solutions tailored to meet our clients' current needs while strategically aligning to future goals. Our long-standing partnerships with leading providers and manufacturers complement our ability to deliver the right solutions to our customers. At Vandis, we understand the unique challenges faced by IT leaders and have developed a comprehensive suite of services to address them. Beginning each engagement with our proven process, anchored by our deep industry knowledge, we deliver solutions and successful outcomes which cultivate strong connections and trust with our customers. ",TBD,,,
2026,Partners,InfraGard,InfraGard-2024-Partner.png,https://www.infragard.org/,,TBD,,,
2026,Partners,"ISACA Western New York Chapter: Trust in, and value from, information systems",ISACA-2019.png,https://engage.isaca.org/westernnewyorkchapter/home,,TBD,,,
2026,Partners,ISSA Rochester Chapter,RocISSA-2019.png,https://www.rocissa.org/,,TBD,,,
2026,Experiences,Capture The Flag,MetaCTF-2025-Experiences.png,/files/RSS2026-MetaCTF-Information-Bulletin.pdf,"A CTF is an event where participants work in teams to solve a variety of cybersecurity challenges to find a hidden piece of data called a 'flag'. For example, the participants may be asked to decrypt a message, reverse engineer a binary, or trace some network traffic. Each challenge is based on a real-world cybersecurity concept and is designed to teach the concept as the participant solves it. ",TBD,,,
2026,Experiences,Lockpick Village,Toool-2025-Experiences.png,https://toool.us/,"The Open Organisation Of Lockpickers, or TOOOL, is an international group of lockpicking enthusiasts dedicated to advancing the general public knowledge about locks and lockpicking through teaching, research, and competition. TOOOL in the United States is a fully volunteer-run organization with Chapters in more than 20 states, including affiliated Chapters in Canada.",TBD,,,
